rep,t,mean_Ec,n_hosts_used
4,3000.0,0.14007155755734613,24
4,4000.0,0.19396950065897436,24
4,5000.0,0.20146702434457317,24
4,6000.0,0.12325468419376995,24
4,7000.0,0.17758805798152424,24
4,8000.0,0.2312796764506797,24
4,9000.0,0.12111061487617879,24
4,10000.0,0.19444303590663434,24
4,11000.0,0.18841275939762459,24
4,12000.0,0.2374409806868579,24
4,13000.0,0.1842018966866035,24
4,14000.0,0.17550137455552936,24
4,15000.0,0.24221499653979142,24
4,16000.0,0.23126060822368502,24
4,17000.0,0.19949217741140138,24
4,18000.0,0.10086335437429907,24
4,19000.0,0.22080003009403704,24
4,20000.0,0.21655960910194852,24
4,21000.0,0.2063201969205729,24
4,22000.0,0.16745860926066805,24
4,23000.0,0.22480602569376204,24
4,24000.0,0.20555900804341035,24
4,25000.0,0.17568276102560956,24
4,26000.0,0.14026804683074992,24
4,27000.0,0.2031598301081724,24
4,28000.0,0.23618580411864945,24
4,29000.0,0.19519772265122035,24
4,30000.0,0.1448798452415975,24
4,31000.0,0.22731935065676534,24
4,32000.0,0.17924015653125172,24
4,33000.0,0.16833763343430677,24
4,34000.0,0.14998838888149124,24
4,35000.0,0.14437453684030838,24
4,36000.0,0.1958975270349038,24
4,37000.0,0.18036322541702907,24
4,38000.0,0.18084633870478875,24
4,39000.0,0.1536448878205742,24
4,40000.0,0.14953265454876227,24
4,41000.0,0.20804379709201468,24
4,42000.0,0.1813506099009692,24
4,43000.0,0.15803712063558836,24
4,44000.0,0.16477963161203255,24
4,45000.0,0.21253135395738518,24
4,46000.0,0.1206294053709953,24
4,47000.0,0.1723512868580074,24
4,48000.0,0.198173490819924,24
4,49000.0,0.16685336510557128,24
4,50000.0,0.13519349114696136,24
